,Project Name,Builder Name,Parent Builder,Status,State,County,City,Zip Code,Master Plan,Product Type,Unit Size Min,Unit Size Max,Sales Office Phone Number,Website,Typical Lot Size,Lot Dimension,Lot Width,Sales Rate,Sales Rate (Last 3 Months),Sales Rate (Last 6 Months),Sales Rate (Last 12 Months),Sold Out Date,Sales Change Date,Open Date,Total Units Planned,Total Units Sold,Total Remaining,Last Price Change Date,MinPrice,MaxPrice,Lat,Long,HOA ($/SF),HOA1,HOA2,Assessments,Assessments Description,Characteristics,County Code,Project Key,Plan Name (1),# of Beds (1),# of Baths (1),# of Floors (1),Garage (1),Square Footage (1),Price (1)
283,Indigo Place,D.R. Horton,"D.R. Horton, Inc.",ACTIVE PROJECT,CA,Riverside,Temecula,92592,,Detached,1564,2014,(951) 206-5838,https://goo.gl/zhCsE9,3500,,,3.1,3.3,,,,8/6/2018,3/3/2018,54,16,38,8/11/2018,416775,445520,33.501564,-117.13468,,199,,1.05%,,,6065,205361,Residence 1. 1564,3,2.5,2,2,1564,416775
284,Indigo Place,D.R. Horton,"D.R. Horton, Inc.",ACTIVE PROJECT,CA,Riverside,Temecula,92592,,Detached,1564,2014,(951) 206-5838,https://goo.gl/zhCsE9,3500,,,3.1,3.3,,,,8/6/2018,3/3/2018,54,16,38,8/11/2018,416775,445520,33.501564,-117.13468,,199,,1.05%,,,6065,205361,Residence 1X.1751,4,3.5,2,2,1751,431265
285,Indigo Place,D.R. Horton,"D.R. Horton, Inc.",ACTIVE PROJECT,CA,Riverside,Temecula,92592,,Detached,1564,2014,(951) 206-5838,https://goo.gl/zhCsE9,3500,,,3.1,3.3,,,,8/6/2018,3/3/2018,54,16,38,8/11/2018,416775,445520,33.501564,-117.13468,,199,,1.05%,,,6065,205361,Residence 3. 2014,4,3,2,2,2014,445520
286,Bella Sol,Meritage Homes,,ACTIVE PROJECT,CA,Riverside,Winchester,92596,,Detached,1611,2082,(916) 475-4348,https://goo.gl/T2YYdA,3000,,,3.8,4.3,4,3.7,,7/20/2018,9/10/2016,97,85,12,7/25/2018,366990,388990,33.607182,-117.10851,,199,,1.04%,Tax rate is 1.044 plus $126 to $166 per month,,6065,166791,Residence 1,3,2.5,2,2,1611,367990
287,Bella Sol,Meritage Homes,,ACTIVE PROJECT,CA,Riverside,Winchester,92596,,Detached,1611,2082,(916) 475-4348,https://goo.gl/T2YYdA,3000,,,3.8,4.3,4,3.7,,7/20/2018,9/10/2016,97,85,12,7/25/2018,366990,388990,33.607182,-117.10851,,199,,1.04%,Tax rate is 1.044 plus $126 to $166 per month,,6065,166791,Residence 2,3,2.5,2,2,1775,375990
288,Bella Sol,Meritage Homes,,ACTIVE PROJECT,CA,Riverside,Winchester,92596,,Detached,1611,2082,(916) 475-4348,https://goo.gl/T2YYdA,3000,,,3.8,4.3,4,3.7,,7/20/2018,9/10/2016,97,85,12,7/25/2018,366990,388990,33.607182,-117.10851,,199,,1.04%,Tax rate is 1.044 plus $126 to $166 per month,,6065,166791,Residence 3,3,2.5,2,2,1925,388990
289,Bella Sol,Meritage Homes,,ACTIVE PROJECT,CA,Riverside,Winchester,92596,,Detached,1611,2082,(916) 475-4348,https://goo.gl/T2YYdA,3000,,,3.8,4.3,4,3.7,,7/20/2018,9/10/2016,97,85,12,7/25/2018,366990,388990,33.607182,-117.10851,,199,,1.04%,Tax rate is 1.044 plus $126 to $166 per month,,6065,166791,Residence 4,3,3.5,3,2,2082,366990
290,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan One,3,4,1,3,4010,799900
291,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan Two,3,4,1,3,4330,799900
292,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan Three,4,4,1,3,4588,794900
293,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan OneAX,3,3.5,1,3,4665,909900
294,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan Three X,3,3,1,3,5110,909900
295,Masters Series at Madison Estates,Unity Pacific,,ACTIVE PROJECT,CA,Riverside,Indio,92201,,Detached,4010,5110,(760) 851-8514,https://goo.gl/EYdw5k,21780,,125,0.8,0.3,0.3,0.3,,8/6/2018,3/1/2013,55,52,3,8/6/2018,794900,909900,33.689602,-116.25066,,195,,1.25%,HOA will be $220 at build out,,6065,17897,Estate Plan OneX,3,4,1,3,4592,869900
296,Mariposa at The Lakes,Lennar,,ACTIVE PROJECT,CA,Riverside,Menifee,92584,The Lakes,Detached,1769,2129,(888) 213-1794,https://goo.gl/OAXp0W,6000,60x100,,4.7,4.7,5,4.5,,7/20/2018,2/25/2017,110,80,30,7/28/2018,375710,439710,33.682701,-117.145,,192,,1.90%,Total Tax Rate includes Special Assess. Fee's (Base Tax Rate: 1.15),,6065,202563,Residence One,4,2,1,2,1769,375710
297,Mariposa at The Lakes,Lennar,,ACTIVE PROJECT,CA,Riverside,Menifee,92584,The Lakes,Detached,1769,2129,(888) 213-1794,https://goo.gl/OAXp0W,6000,60x100,,4.7,4.7,5,4.5,,7/20/2018,2/25/2017,110,80,30,7/28/2018,375710,439710,33.682701,-117.145,,192,,1.90%,Total Tax Rate includes Special Assess. Fee's (Base Tax Rate: 1.15),,6065,202563,Residence Two,3,2.5,1,2,1924,401610
298,Mariposa at The Lakes,Lennar,,ACTIVE PROJECT,CA,Riverside,Menifee,92584,The Lakes,Detached,1769,2129,(888) 213-1794,https://goo.gl/OAXp0W,6000,60x100,,4.7,4.7,5,4.5,,7/20/2018,2/25/2017,110,80,30,7/28/2018,375710,439710,33.682701,-117.145,,192,,1.90%,Total Tax Rate includes Special Assess. Fee's (Base Tax Rate: 1.15),,6065,202563,Residence Three,3,2,1,2,2129,439710
299,District at the Edge (The),GHA Companies,,ACTIVE PROJECT,CA,Riverside,Cathedral City,92234,,Detached,1777,2199,(760) 828-7780,https://goo.gl/VP4tCO,3650,,,1.6,1,0.7,1.5,,7/23/2018,3/18/2016,47,46,1,7/23/2018,599900,659900,33.791367,-116.48425,,186,,1.25%,,,6065,167379,Tribeca,3,3,2,2,1992,634900
300,District at the Edge (The),GHA Companies,,ACTIVE PROJECT,CA,Riverside,Cathedral City,92234,,Detached,1777,2199,(760) 828-7780,https://goo.gl/VP4tCO,3650,,,1.6,1,0.7,1.5,,7/23/2018,3/18/2016,47,46,1,7/23/2018,599900,659900,33.791367,-116.48425,,186,,1.25%,,,6065,167379,Soho,2,2.5,2,2,1777,599900
301,District at the Edge (The),GHA Companies,,ACTIVE PROJECT,CA,Riverside,Cathedral City,92234,,Detached,1777,2199,(760) 828-7780,https://goo.gl/VP4tCO,3650,,,1.6,1,0.7,1.5,,7/23/2018,3/18/2016,47,46,1,7/23/2018,599900,659900,33.791367,-116.48425,,186,,1.25%,,,6065,167379,Eastside,3,3,2,2,2199,659900
302,Sun City Apple Valley,Del Webb,PulteGroup Inc.,ACTIVE PROJECT,CA,San Bernardino,Apple Valley,92308,Sun City,Detached,1511,2340,(760) 961-6500,https://goo.gl/zd1rli,5500,50'x110',50,9.8,1,3,12.3,,8/2/2018,1/1/2004,1750,1740,10,8/2/2018,250990,320990,34.446388,-117.23518,,184,,1.25%,No Mello Roos,Active Adult,6071,18126,The Celebration,2,2,1,2,1958,282990
303,Sun City Apple Valley,Del Webb,PulteGroup Inc.,ACTIVE PROJECT,CA,San Bernardino,Apple Valley,92308,Sun City,Detached,1511,2340,(760) 961-6500,https://goo.gl/zd1rli,5500,50'x110',50,9.8,1,3,12.3,,8/2/2018,1/1/2004,1750,1740,10,8/2/2018,250990,320990,34.446388,-117.23518,,184,,1.25%,No Mello Roos,Active Adult,6071,18126,The Encore,2,2,1,2,1511,250990
304,Sun City Apple Valley,Del Webb,PulteGroup Inc.,ACTIVE PROJECT,CA,San Bernardino,Apple Valley,92308,Sun City,Detached,1511,2340,(760) 961-6500,https://goo.gl/zd1rli,5500,50'x110',50,9.8,1,3,12.3,,8/2/2018,1/1/2004,1750,1740,10,8/2/2018,250990,320990,34.446388,-117.23518,,184,,1.25%,No Mello Roos,Active Adult,6071,18126,The Gathering,3,3,1,2,2340,320990
305,Sun City Apple Valley,Del Webb,PulteGroup Inc.,ACTIVE PROJECT,CA,San Bernardino,Apple Valley,92308,Sun City,Detached,1511,2340,(760) 961-6500,https://goo.gl/zd1rli,5500,50'x110',50,9.8,1,3,12.3,,8/2/2018,1/1/2004,1750,1740,10,8/2/2018,250990,320990,34.446388,-117.23518,,184,,1.25%,No Mello Roos,Active Adult,6071,18126,The Haven,3,3,1,2,2023,294990
306,Sun City Apple Valley,Del Webb,PulteGroup Inc.,ACTIVE PROJECT,CA,San Bernardino,Apple Valley,92308,Sun City,Detached,1511,2340,(760) 961-6500,https://goo.gl/zd1rli,5500,50'x110',50,9.8,1,3,12.3,,8/2/2018,1/1/2004,1750,1740,10,8/2/2018,250990,320990,34.446388,-117.23518,,184,,1.25%,No Mello Roos,Active Adult,6071,18126,The Serenity,3,2,1,2,1633,259990
307,Avia at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1564,1966,(909) 255-4327,https://goo.gl/T5XkdE,7000,,,,,,,,7/9/2018,6/15/2018,160,11,149,7/9/2018,327900,350900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217979,Camden,3,2,1,2,1564,327900
308,Avia at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1564,1966,(909) 255-4327,https://goo.gl/T5XkdE,7000,,,,,,,,7/9/2018,6/15/2018,160,11,149,7/9/2018,327900,350900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217979,Hartford,3,2.5,2,2,1722,328900
309,Avia at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1564,1966,(909) 255-4327,https://goo.gl/T5XkdE,7000,,,,,,,,7/9/2018,6/15/2018,160,11,149,7/9/2018,327900,350900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217979,Providence,3,3,2,2,1966,350900
310,Capella at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1806,2261,(909) 255-4640,https://goo.gl/Bfj9C4,7000,,,,,,,,7/9/2018,6/16/2018,332,4,328,7/25/2018,346900,371900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217980,Cambridge,3,2,1,2,1806,346900
311,Capella at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1806,2261,(909) 255-4640,https://goo.gl/Bfj9C4,7000,,,,,,,,7/9/2018,6/16/2018,332,4,328,7/25/2018,346900,371900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217980,Manchester,5,3,2,2,2040,360900
312,Capella at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,1806,2261,(909) 255-4640,https://goo.gl/Bfj9C4,7000,,,,,,,,7/9/2018,6/16/2018,332,4,328,7/25/2018,346900,371900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello Roos) = 2.0 Total Tax Rate,Gated,6065,217980,Huntington,5,3,2,2,2261,371900
313,Lugano at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2106,2730,(909) 255-4678,https://goo.gl/ArHnCy,7500,,,3.3,,,,,8/10/2018,6/16/2018,140,6,134,8/10/2018,379900,400900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello roos) = 2.00 total tax rate,Gated,6065,217981,Acadia,4,2,1,2,2106,379900
314,Lugano at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2106,2730,(909) 255-4678,https://goo.gl/ArHnCy,7500,,,3.3,,,,,8/10/2018,6/16/2018,140,6,134,8/10/2018,379900,400900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello roos) = 2.00 total tax rate,Gated,6065,217981,Redwood,3,3,2,2,2520,394900
315,Lugano at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2106,2730,(909) 255-4678,https://goo.gl/ArHnCy,7500,,,3.3,,,,,8/10/2018,6/16/2018,140,6,134,8/10/2018,379900,400900,33.935497,-117.0192,,181,,2.00%,1.1 + .9 (Mello roos) = 2.00 total tax rate,Gated,6065,217981,Auburn,5,3,2,2,2730,400900
316,Provence at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2401,3266,(909) 255-4709,https://goo.gl/Z3HWLw,8000,,,,,,,,7/9/2018,6/16/2018,67,3,64,7/25/2018,414900,444900,33.935497,-117.0192,,181,,2.00%,1.1 + . 9 (Mello Roos) = 2.0 total tax rate,Gated,6065,217982,Avila,3,2.5,1,2,2401,414900
317,Provence at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2401,3266,(909) 255-4709,https://goo.gl/Z3HWLw,8000,,,,,,,,7/9/2018,6/16/2018,67,3,64,7/25/2018,414900,444900,33.935497,-117.0192,,181,,2.00%,1.1 + . 9 (Mello Roos) = 2.0 total tax rate,Gated,6065,217982,Barcelona,5,3,2,2,3012,436900
318,Provence at Olivewood,William Lyon Homes,,ACTIVE PROJECT,CA,Riverside,Beaumont,92223,,Detached,2401,3266,(909) 255-4709,https://goo.gl/Z3HWLw,8000,,,,,,,,7/9/2018,6/16/2018,67,3,64,7/25/2018,414900,444900,33.935497,-117.0192,,181,,2.00%,1.1 + . 9 (Mello Roos) = 2.0 total tax rate,Gated,6065,217982,Sevilla,5,3,2,3,3266,444900
319,Reflections at the Lakes,Pulte Homes,PulteGroup Inc.,ACTIVE PROJECT,CA,Riverside,Menifee,92584,,Detached,1959,2844,(866) 366-9947,https://goo.gl/ofbza0,5500,,,2.3,1.7,3,,,7/30/2018,9/16/2017,53,24,29,7/30/2018,377990,420990,33.684319,-117.14768,,179,,1.10%,,,6065,205057,Plan 1 Gateway,3,2,1,2,1959,377990
320,Reflections at the Lakes,Pulte Homes,PulteGroup Inc.,ACTIVE PROJECT,CA,Riverside,Menifee,92584,,Detached,1959,2844,(866) 366-9947,https://goo.gl/ofbza0,5500,,,2.3,1.7,3,,,7/30/2018,9/16/2017,53,24,29,7/30/2018,377990,420990,33.684319,-117.14768,,179,,1.10%,,,6065,205057,Plan 2 - Pathmaker,4,2.5,2,2,2412,390990
321,Reflections at the Lakes,Pulte Homes,PulteGroup Inc.,ACTIVE PROJECT,CA,Riverside,Menifee,92584,,Detached,1959,2844,(866) 366-9947,https://goo.gl/ofbza0,5500,,,2.3,1.7,3,,,7/30/2018,9/16/2017,53,24,29,7/30/2018,377990,420990,33.684319,-117.14768,,179,,1.10%,,,6065,205057,Plan 3 - Visionary,5,3,2,2,2844,420990
322,Wildrose,Frontier Communities,,ACTIVE PROJECT,CA,San Bernardino,Colton,92324,,Detached,1717,2265,(909) 292-6696,https://goo.gl/tyVzJ8,2400,,,3.4,3.7,,,,7/20/2018,3/17/2018,187,14,173,8/9/2018,365900,425850,34.077324,-117.36374,,177,,1.29%,,,6071,216904,Residence 1,3,2.5,2,2,1731,386140
323,Wildrose,Frontier Communities,,ACTIVE PROJECT,CA,San Bernardino,Colton,92324,,Detached,1717,2265,(909) 292-6696,https://goo.gl/tyVzJ8,2400,,,3.4,3.7,,,,7/20/2018,3/17/2018,187,14,173,8/9/2018,365900,425850,34.077324,-117.36374,,177,,1.29%,,,6071,216904,Residence 2,3,2.5,2,2,1717,365900
324,Wildrose,Frontier Communities,,ACTIVE PROJECT,CA,San Bernardino,Colton,92324,,Detached,1717,2265,(909) 292-6696,https://goo.gl/tyVzJ8,2400,,,3.4,3.7,,,,7/20/2018,3/17/2018,187,14,173,8/9/2018,365900,425850,34.077324,-117.36374,,177,,1.29%,,,6071,216904,Residence 3,3,2.5,2,2,1932,403640
325,Wildrose,Frontier Communities,,ACTIVE PROJECT,CA,San Bernardino,Colton,92324,,Detached,1717,2265,(909) 292-6696,https://goo.gl/tyVzJ8,2400,,,3.4,3.7,,,,7/20/2018,3/17/2018,187,14,173,8/9/2018,365900,425850,34.077324,-117.36374,,177,,1.29%,,,6071,216904,Residence 4,3,2.5,2,2,2265,425850
326,Granite Ridge,Far West Industries,,ACTIVE PROJECT,CA,Riverside,Jurupa Valley,92509,,Detached,1771,2356,(951) 836-7014,https://goo.gl/TU6kY9,2600,,,12.8,11,12.5,,,7/27/2018,1/20/2018,192,80,112,8/2/2018,365000,418000,34.014912,-117.44634,,176,,1.87%,1.1 + 0.77 (Mello Roos & special assessments)= 1.87 total tax rate,,6065,164182,Residence 1,3,2.5,2,2,1771,365000
327,Granite Ridge,Far West Industries,,ACTIVE PROJECT,CA,Riverside,Jurupa Valley,92509,,Detached,1771,2356,(951) 836-7014,https://goo.gl/TU6kY9,2600,,,12.8,11,12.5,,,7/27/2018,1/20/2018,192,80,112,8/2/2018,365000,418000,34.014912,-117.44634,,176,,1.87%,1.1 + 0.77 (Mello Roos & special assessments)= 1.87 total tax rate,,6065,164182,Residence 2,3,2.5,3,2,2098,391145
328,Granite Ridge,Far West Industries,,ACTIVE PROJECT,CA,Riverside,Jurupa Valley,92509,,Detached,1771,2356,(951) 836-7014,https://goo.gl/TU6kY9,2600,,,12.8,11,12.5,,,7/27/2018,1/20/2018,192,80,112,8/2/2018,365000,418000,34.014912,-117.44634,,176,,1.87%,1.1 + 0.77 (Mello Roos & special assessments)= 1.87 total tax rate,,6065,164182,Residence 3,4,3.5,3,2,2085,384168
329,Granite Ridge,Far West Industries,,ACTIVE PROJECT,CA,Riverside,Jurupa Valley,92509,,Detached,1771,2356,(951) 836-7014,https://goo.gl/TU6kY9,2600,,,12.8,11,12.5,,,7/27/2018,1/20/2018,192,80,112,8/2/2018,365000,418000,34.014912,-117.44634,,176,,1.87%,1.1 + 0.77 (Mello Roos & special assessments)= 1.87 total tax rate,,6065,164182,Residence 4,4,3,2,2,2356,418000
330,Vermillion at Escena,Beazer Homes,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1899,2318,(760) 320-8132,https://goo.gl/rfvYzY,6300,,95,1.5,4.3,1.3,1.5,,7/26/2018,11/7/2014,72,66,6,7/26/2018,576990,790073,33.841255,-116.49715,,175,,1.25%,,Gated,6065,1697,Residence 2,2,2.5,1,2,2060,681733
331,Vermillion at Escena,Beazer Homes,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1899,2318,(760) 320-8132,https://goo.gl/rfvYzY,6300,,95,1.5,4.3,1.3,1.5,,7/26/2018,11/7/2014,72,66,6,7/26/2018,576990,790073,33.841255,-116.49715,,175,,1.25%,,Gated,6065,1697,Residence 1,2,2.5,1,2,1972,646826
332,Vermillion at Escena,Beazer Homes,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1899,2318,(760) 320-8132,https://goo.gl/rfvYzY,6300,,95,1.5,4.3,1.3,1.5,,7/26/2018,11/7/2014,72,66,6,7/26/2018,576990,790073,33.841255,-116.49715,,175,,1.25%,,Gated,6065,1697,Residence 4,4,4,1,2,2318,735990
333,Vermillion at Escena,Beazer Homes,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1899,2318,(760) 320-8132,https://goo.gl/rfvYzY,6300,,95,1.5,4.3,1.3,1.5,,7/26/2018,11/7/2014,72,66,6,7/26/2018,576990,790073,33.841255,-116.49715,,175,,1.25%,,Gated,6065,1697,Residence 3,3,3,1,2,2315,790073
334,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Fiore (CA),2,2.5,1,2,2555,797995
335,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Esprit,3,3,1,2,2598,818995
336,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Visage,2,2.5,1,2,2705,797995
337,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Moda,2,2.5,1,2,1975,616995
338,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Aldea,2,2.5,1,2,1964,629995
339,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Avant,2,2,1,2,1836,599995
340,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Sereno (CA),2,2.5,1,2,2464,756995
341,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Panorama,3,2.5,1,2,2591,889000
342,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Zen,3,2.5,1,2,2552,729000
343,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Arcadia,3,3.5,1,2,2803,892680
344,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Garden,3,2.5,1,2,2537,799700
345,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Horizon,3,2.5,1,2,2649,794400
346,Alta Verde Escena,Alta Verde Group,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,2219,2803,(760) 327-1251,https://goo.gl/x2IdFz,7000,55'x126',55,1.8,1.3,1.2,1.2,,7/31/2018,9/15/2012,132,126,6,7/31/2018,646420,917000,33.83147,-116.49865,,175,,1.25%,,,6065,17829,Evolution,3,2.5,1,2,2219,646420
347,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Oasis,2,2.5,1,2,1981,605995
348,Toll Brothers at Escena,Toll Brothers,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1836,2705,(760) 327-5100,https://goo.gl/8SSJgY,6000,60x100,60,1.9,2.3,2,2.2,,7/20/2018,1/15/2015,128,82,46,7/20/2018,599995,818995,33.837502,-116.5015,,175,,1.25%,,,6065,3361,Brizo,2,2.5,1,2,1984,616995
349,Vermillion at Escena,Beazer Homes,,ACTIVE PROJECT,CA,Riverside,Palm Springs,92262,,Detached,1899,2318,(760) 320-8132,https://goo.gl/rfvYzY,6300,,95,1.5,4.3,1.3,1.5,,7/26/2018,11/7/2014,72,66,6,7/26/2018,576990,790073,33.841255,-116.49715,,175,,1.25%,,Gated,6065,1697,Residence 5,2,2.5,1,2,1899,576990
